study,dimension,iteration,nc1,nc2,cor
study2,understanding,726,217,183,0.2681616170099512
study2,understanding,727,233,170,0.4064795340505495
study2,understanding,728,212,219,0.5304207599677893
study2,understanding,729,204,215,0.9011386246437918
study2,understanding,730,221,188,0.4558756707367917
study2,understanding,731,206,194,0.5220880046286782
study2,understanding,732,186,183,0.6651814020089263
study2,understanding,733,183,191,0.5457789247431792
study2,understanding,734,197,200,0.5054388700543639
study2,understanding,735,206,170,0.31571767527095346
study2,understanding,736,173,209,0.7039965390832197
study2,understanding,737,238,189,0.5655048989542907
study2,understanding,738,166,208,0.5518869468800204
study2,understanding,739,182,184,0.5270325399561098
study2,understanding,740,205,186,0.47352826054567854
study2,understanding,741,201,192,0.5054544904685337
study2,understanding,742,179,206,0.4255499414499099
study2,understanding,743,205,211,0.5683385937013933
study2,understanding,744,219,224,0.5028819824584249
study2,understanding,745,195,187,0.49973645962015445
study2,understanding,746,178,165,0.5886782502237228
study2,understanding,747,171,208,0.6542359868795589
study2,understanding,748,233,219,0.6821639347008793
study2,understanding,749,189,218,0.25038836246896945
study2,understanding,750,207,223,0.4425897107002678
study2,understanding,751,176,214,0.7712818864920707
study2,understanding,752,198,237,0.46992482829596627
study2,understanding,753,198,164,0.6129057984580786
study2,understanding,754,192,210,0.7253977725584353
study2,understanding,755,213,185,0.4859636483317731
study2,understanding,756,228,183,0.7292843379296264
study2,understanding,757,197,215,0.45084241871500397
study2,understanding,758,220,168,0.4682779253464091
study2,understanding,759,239,184,0.6738563699048679
study2,understanding,760,215,180,0.3213548417361943
study2,understanding,761,182,206,0.620663601179815
study2,understanding,762,235,193,0.6197715740370444
study2,understanding,763,217,202,0.7222034922761297
study2,understanding,764,188,215,0.6329638554114935
study2,understanding,765,187,221,0.4079741868000595
study2,understanding,766,219,207,0.1672764234208138
study2,understanding,767,169,234,0.600597085024519
study2,understanding,768,223,216,0.68747926352813
study2,understanding,769,229,215,0.664933243208399
study2,understanding,770,197,166,0.6730296069024273
study2,understanding,771,199,182,0.6850152751953622
study2,understanding,772,192,205,0.6085065859723466
study2,understanding,773,221,177,0.7653369500223155
study2,understanding,774,232,191,0.31549404389648233
study2,understanding,775,203,207,0.7431327140938989
study2,understanding,776,204,192,0.7222336240418273
study2,understanding,777,203,173,0.5194267856696265
study2,understanding,778,168,237,0.29382536522003533
study2,understanding,779,193,194,0.7294113353818005
study2,understanding,780,211,203,0.41043672932224634
study2,understanding,781,227,203,0.2689014839282317
study2,understanding,782,195,202,0.39502248087553093
study2,understanding,783,193,207,0.5844908953982865
study2,understanding,784,197,200,0.688705595386611
study2,understanding,785,169,224,0.5988574145558573
study2,understanding,786,240,186,0.6512412040122121
study2,understanding,787,245,166,0.6655808717002768
study2,understanding,788,218,202,0.5555568529061548
study2,understanding,789,185,191,0.09199779460320288
study2,understanding,790,210,203,0.5401989023507454
study2,understanding,791,208,137,0.7311562883900441
study2,understanding,792,213,183,0.5332858035997954
study2,understanding,793,231,193,0.7711729335074923
study2,understanding,794,180,195,0.4364550682688872
study2,understanding,795,193,249,0.6232062141174382
study2,understanding,796,202,233,0.5818427722755416
study2,understanding,797,166,239,0.4911778704055998
study2,understanding,798,179,187,0.6816959302917709
study2,understanding,799,188,243,0.690032135680758
study2,understanding,800,206,159,0.40682295301229787
study2,understanding,801,164,218,0.6045333894400926
study2,understanding,802,230,161,0.7162981453936828
study2,understanding,803,170,224,0.582349874221925
study2,understanding,804,213,188,0.5732190227934324
study2,understanding,805,223,189,0.3491814700767661
study2,understanding,806,194,188,0.5099404654638598
study2,understanding,807,185,240,0.652665160867663
study2,understanding,808,195,220,0.6100214745651209
study2,understanding,809,199,176,0.5856018757824457
study2,understanding,810,188,216,0.3920635318672273
study2,understanding,811,192,180,0.6095371705213928
study2,understanding,812,200,221,0.5380915015650362
study2,understanding,813,197,190,0.7879773351612056
study2,understanding,814,198,164,0.5567613107060723
study2,understanding,815,209,239,0.7320211396065316
study2,understanding,816,204,193,0.5694922648305486
study2,understanding,817,197,203,0.5820323908399406
study2,understanding,818,207,187,0.4011728454192639
study2,understanding,819,217,196,0.6126196382082034
study2,understanding,820,178,234,0.33545973238034815
study2,understanding,821,181,244,0.5089035649627891
study2,understanding,822,196,213,0.704029510032153
study2,understanding,823,196,208,0.7309230358764268
study2,understanding,824,223,210,0.660048405110261
study2,understanding,825,216,211,0.6631846838956292
study2,understanding,826,170,233,0.3593325141453559
study2,understanding,827,177,254,0.5093768116635916
study2,understanding,828,191,182,0.28524176750239816
study2,understanding,829,197,185,0.23865205665262545
study2,understanding,830,238,157,0.5079240777819536
study2,understanding,831,229,189,0.5058664729658355
study2,understanding,832,209,196,0.3479159476935908
study2,understanding,833,227,174,0.27907307517491164
study2,understanding,834,165,203,0.46896258828014464
study2,understanding,835,189,181,0.6792779677195461
study2,understanding,836,213,200,0.4072315722020344
study2,understanding,837,202,206,0.4975559398238984
study2,understanding,838,160,204,0.598785366691394
study2,understanding,839,214,185,0.31168228270846204
study2,understanding,840,196,213,0.6163493691309557
study2,understanding,841,193,220,0.5612532035887766
study2,understanding,842,241,170,0.5999892013657936
study2,understanding,843,200,199,0.4551485622601015
study2,understanding,844,237,175,0.7256650179405323
study2,understanding,845,202,221,0.5735178004589176
study2,understanding,846,201,194,0.47784920932026864
study2,understanding,847,194,193,0.3517543834573717
study2,understanding,848,181,175,0.497311237288918
study2,understanding,849,215,180,0.6252206592810386
study2,understanding,850,201,168,0.5336920515875437
study2,understanding,851,195,175,0.4653779935535373
study2,understanding,852,201,197,0.5009468774286102
study2,understanding,853,176,199,0.5416052321863933
study2,understanding,854,202,209,0.8107197577716311
study2,understanding,855,215,169,0.7440795028799474
study2,understanding,856,210,200,0.7634010089420105
study2,understanding,857,220,218,0.27927643464695806
study2,understanding,858,158,219,0.6230834304162406
study2,understanding,859,268,152,0.2901330614768282
study2,understanding,860,151,235,0.698933184430316
study2,understanding,861,177,236,0.5552671606716775
study2,understanding,862,222,152,0.6724856223398467
study2,understanding,863,219,172,0.6752405453013292
study2,understanding,864,249,163,0.2832129016502899
study2,understanding,865,220,210,0.6287184366990014
study2,understanding,866,153,209,0.7071798907106284
study2,understanding,867,198,186,0.551887142225915
study2,understanding,868,203,208,0.6387820256984087
study2,understanding,869,237,167,0.7652781618703426
study2,understanding,870,190,178,0.5632735287753199
study2,understanding,871,217,219,0.6292568996532327
study2,understanding,872,203,197,0.7331277425622872
study2,understanding,873,207,180,0.5286551347505173
study2,understanding,874,155,213,0.5545365463817762
study2,understanding,875,245,213,0.6855642024782078
study2,understanding,876,141,232,0.5256356842019975
study2,understanding,877,195,190,0.48110943013456536
study2,understanding,878,205,199,0.6421499736396716
study2,understanding,879,221,164,0.46471860075309857
study2,understanding,880,180,206,0.22857208110015514
study2,understanding,881,203,206,0.6307236605478599
study2,understanding,882,224,182,0.4552717194147603
study2,understanding,883,196,164,0.40082906727244405
study2,understanding,884,172,200,0.5648334469444821
study2,understanding,885,208,169,0.5031727608399333
study2,understanding,886,168,209,0.6722092958507425
study2,understanding,887,206,176,0.38050064169119885
study2,understanding,888,198,157,0.4856405495145765
study2,understanding,889,190,200,0.6362013518431199
study2,understanding,890,177,191,0.5874055230545322
study2,understanding,891,183,206,0.4774272404895318
study2,understanding,892,171,221,0.3452923763472405
study2,understanding,893,218,179,0.505751049585817
study2,understanding,894,226,184,0.11880307457918349
study2,understanding,895,208,224,0.6037599770455451
study2,understanding,896,176,214,0.640503513859963
study2,understanding,897,197,239,0.7532595813550043
study2,understanding,898,174,240,0.5909581736852347
study2,understanding,899,201,182,0.7169169588273318
study2,understanding,900,211,219,0.5845778122934413
study2,understanding,901,229,172,0.7298369783101502
study2,understanding,902,191,220,0.209283119001183
study2,understanding,903,203,203,0.6017262259413274
study2,understanding,904,207,207,0.6638399858099817
study2,understanding,905,186,192,0.45412963000281215
study2,understanding,906,197,179,0.7619568345637938
study2,understanding,907,203,199,0.08624903385450049
study2,understanding,908,187,161,0.45979528712072915
study2,understanding,909,227,166,0.11285204995170325
study2,understanding,910,247,184,0.6633761306332835
study2,understanding,911,209,196,0.6630021916436033
study2,understanding,912,169,221,0.7985894863852493
study2,understanding,913,231,174,0.7421239440434207
study2,understanding,914,187,178,0.31696422084964976
study2,understanding,915,187,187,0.5227894515758887
study2,understanding,916,202,200,0.5813433411022435
study2,understanding,917,206,145,0.13827699864930149
study2,understanding,918,200,198,0.524183163684686
study2,understanding,919,183,206,0.5797419147793912
study2,understanding,920,215,175,0.5086018199437616
study2,understanding,921,187,202,0.6244605305461449
study2,understanding,922,179,224,0.6589447550047765
study2,understanding,923,229,165,0.3802337996593829
study2,understanding,924,229,206,0.7258966221655592
study2,understanding,925,185,190,0.18322764338100866
study2,understanding,926,173,222,0.6583353980718811
study2,understanding,927,232,193,0.6575601825615526
study2,understanding,928,207,147,0.11904783152788372
study2,understanding,929,205,218,0.6128472496611819
study2,understanding,930,194,209,0.32545178825863696
study2,understanding,931,211,179,0.36254251615011196
study2,understanding,932,165,245,0.4285305533668095
study2,understanding,933,197,193,0.787965936736715
study2,understanding,934,222,200,0.7107880171685783
study2,understanding,935,138,220,0.5146456412242498
study2,understanding,936,202,199,0.7551476353655651
study2,understanding,937,239,214,0.8000591935912111
study2,understanding,938,198,220,0.5687376854580585
study2,understanding,939,197,205,0.32836436050138595
study2,understanding,940,198,216,0.6275872721323079
study2,understanding,941,182,177,0.6014277025314825
study2,understanding,942,230,207,0.5371147679390794
study2,understanding,943,194,212,0.6413447303945217
study2,understanding,944,197,194,0.4599945559177737
study2,understanding,945,193,210,0.5501433618718345
study2,understanding,946,201,181,0.4533874412860904
study2,understanding,947,217,213,0.6099286315328384
study2,understanding,948,191,203,0.6099155350852324
study2,understanding,949,245,183,0.18610712879454638
study2,understanding,950,165,214,0.3054409715910923
study2,understanding,951,179,216,0.5159339035395589
study2,understanding,952,189,198,0.722612099132099
study2,understanding,953,225,196,0.6426853682880209
study2,understanding,954,220,195,0.4139535505372491
study2,understanding,955,143,245,0.5864076891088185
study2,understanding,956,200,207,0.4756357486861767
study2,understanding,957,217,210,0.3211502745333946
study2,understanding,958,221,195,0.641335195047297
study2,understanding,959,205,163,0.5393398153295664
study2,understanding,960,169,239,0.5025117715021182
study2,understanding,961,184,216,0.33634575614940204
study2,understanding,962,179,226,0.7976485069886078
study2,understanding,963,164,192,0.47757358889404194
study2,understanding,964,236,171,0.44909109541474845
study2,understanding,965,171,185,0.6395341599278463
study2,understanding,966,184,207,0.564171966124843
study2,understanding,967,183,210,0.4792663806129604
study2,understanding,968,178,162,0.5331952107065897
study2,understanding,969,206,188,0.6460427764841737
study2,understanding,970,209,190,0.21912550155934016
study2,understanding,971,199,212,0.565943980595147
study2,understanding,972,201,189,0.7104863718085167
study2,understanding,973,180,168,0.7959925261066121
study2,understanding,974,138,235,0.43919046906598236
study2,understanding,975,181,167,0.42747156060244446
study2,understanding,976,184,218,0.5700789383602477
study2,understanding,977,191,171,0.5181328130905342
study2,understanding,978,160,222,0.2724758798676824
study2,understanding,979,181,248,0.546227405524271
study2,understanding,980,182,224,0.6225440470932304
study2,understanding,981,194,210,0.4670136124985833
study2,understanding,982,192,225,0.590485629858063
study2,understanding,983,203,193,0.16625899887951628
study2,understanding,984,223,150,0.6067479930011044
study2,understanding,985,167,220,0.32350231424057524
study2,understanding,986,177,209,0.6144544208225966
study2,understanding,987,217,168,0.4426637162313979
study2,understanding,988,188,178,0.6913299499936684
study2,understanding,989,223,156,0.6505399763260885
study2,understanding,990,189,178,0.414270571459497
study2,understanding,991,213,160,0.40237936280285647
study2,understanding,992,145,215,0.44196978122092917
study2,understanding,993,209,220,0.7573502850952029
study2,understanding,994,231,187,0.5568469756040116
study2,understanding,995,239,162,0.6250281175151925
study2,understanding,996,201,205,0.6388359482118294
study2,understanding,997,227,177,0.6760816345831513
study2,understanding,998,196,163,0.36807636840220403
study2,understanding,999,202,198,0.6573554354412635
study2,understanding,1000,206,175,0.39283950489292097
study2,marks,101,195,176,0.8651569194683328
study2,marks,102,169,188,0.8282144271738305
study2,marks,103,182,184,0.8847747726468418
study2,marks,104,179,188,0.9317510068158028
study2,marks,105,211,170,0.8467890081473629
study2,marks,106,200,172,0.8910295952912353
study2,marks,107,191,176,0.8812160539187874
study2,marks,108,182,192,0.8948251130538567
study2,marks,109,155,202,0.8192484315400521
study2,marks,110,187,187,0.7194827950416769
study2,marks,111,216,158,0.871243715088174
study2,marks,112,144,227,0.9173517163632183
study2,marks,113,175,182,0.8257742309588024
study2,marks,114,194,163,0.7774803255399162
study2,marks,115,164,193,0.9418247058194257
study2,marks,116,178,196,0.8124322954081697
study2,marks,117,187,170,0.7330589466584624
study2,marks,118,168,189,0.8941446095953675
study2,marks,119,177,190,0.8893683340616099
study2,marks,120,194,187,0.7934254311999549
study2,marks,121,182,183,0.6882557468581454
study2,marks,122,189,180,0.8174676317851092
study2,marks,123,197,175,0.7728685820990148
study2,marks,124,181,176,0.9314563046209923
study2,marks,125,180,192,0.7787639843431219
study2,marks,126,189,183,0.7415198942519757
study2,marks,127,198,183,0.8684757625430596
study2,marks,128,173,184,0.8606515469682171
study2,marks,129,183,193,0.7779709727565736
study2,marks,130,182,175,0.8330777522118694
study2,marks,131,208,164,0.8631544821029677
study2,marks,132,156,201,0.9408277778964368
study2,marks,133,181,195,0.9176843392488447
study2,marks,134,169,188,0.8221189796658834
study2,marks,135,147,210,0.8321735136963525
study2,marks,136,182,175,0.8867502081753769
study2,marks,137,150,207,0.875860104737853
study2,marks,138,181,186,0.8695474652830946
study2,marks,139,192,175,0.8992180853658109
study2,marks,140,176,194,0.8789965640831156
study2,marks,141,197,169,0.8933516349107454
study2,marks,142,182,189,0.7862398446544606
study2,marks,143,189,183,0.7615814477302916
study2,marks,144,206,151,0.8715297872500865
study2,marks,145,220,156,0.8954382832284257
study2,marks,146,163,204,0.8094976366247061
study2,marks,147,196,176,0.8579727427487011
study2,marks,148,179,178,0.6718063726341916
study2,marks,149,148,226,0.8483656581116858
study2,marks,150,185,172,0.8183741163129207
study2,marks,151,184,183,0.9243536980483568
study2,marks,152,155,202,0.82040316271331
study2,marks,153,192,177,0.9097342869878166
study2,marks,154,207,150,0.8688233609243915
study2,marks,155,203,154,0.8007505829245253
study2,marks,156,194,187,0.8770015926644575
study2,marks,157,199,171,0.8494382102717264
study2,marks,158,204,170,0.859122108050248
study2,marks,159,178,193,0.7622568340795779
study2,marks,160,160,197,0.8672106283095968
study2,marks,161,187,185,0.8840316434168469
study2,marks,162,179,188,0.9302575875376348
study2,marks,163,189,168,0.8497947778748159
study2,marks,164,186,179,0.8413371104084748
study2,marks,165,177,192,0.7412967520137452
study2,marks,166,197,160,0.8774386148219244
study2,marks,167,142,227,0.8464220022456561
study2,marks,168,181,176,0.9069939664273721
study2,marks,169,194,176,0.8242609317947643
study2,marks,170,183,184,0.8038283828362355
study2,marks,171,188,186,0.9228301883254567
study2,marks,172,213,161,0.7145997641029345
study2,marks,173,187,182,0.8707987793875
study2,marks,174,189,177,0.8842353886735406
study2,marks,175,160,214,0.8019134974217969
study2,marks,176,172,199,0.8086054490693049
study2,marks,177,174,195,0.9049766804819628
study2,marks,178,186,188,0.7885085194790977
study2,marks,179,198,169,0.8649599989144565
study2,marks,180,177,180,0.7502701523066676
study2,marks,181,188,188,0.9148196895001736
study2,marks,182,204,170,0.8903619027845244
study2,marks,183,191,185,0.8591581396491926
study2,marks,184,161,196,0.8667242276145523
study2,marks,185,199,172,0.8601352376651488
study2,marks,186,225,147,0.8200332026779313
study2,marks,187,173,184,0.8485357650479518
study2,marks,188,190,177,0.9013775210010087
study2,marks,189,158,199,0.8774453269942675
study2,marks,190,211,146,0.8834549281622692
study2,marks,191,176,194,0.8544566111834768
study2,marks,192,164,210,0.8719167513481889
study2,marks,193,162,195,0.8664285198221536
study2,marks,194,209,163,0.8175764455500751
study2,marks,195,196,185,0.8253074309166379
study2,marks,196,231,143,0.9405885870060043
study2,marks,197,156,218,0.8828684505468971
study2,marks,198,205,165,0.8629048547469571
study2,marks,199,144,213,0.8970691977819217
study2,marks,200,199,172,0.7801932063391616
study2,marks,201,210,156,0.8544399808067722
study2,marks,202,197,173,0.8667067485417328
study2,marks,203,186,179,0.8996679603496421
study2,marks,204,188,184,0.8197366233380119
study2,marks,205,175,197,0.7245047971623877
study2,marks,206,195,162,0.7812707899228383
study2,marks,207,210,164,0.8240223531908071
study2,marks,208,210,166,0.8647271121580625
study2,marks,209,129,237,0.8698997993996719
study2,marks,210,185,191,0.8983172971890901
study2,marks,211,202,155,0.8457478294405103
study2,marks,212,186,171,0.901420362521425
study2,marks,213,184,181,0.8465814325494772
study2,marks,214,198,174,0.8708445361363971
study2,marks,215,155,202,0.8622896535857172
study2,marks,216,190,191,0.8653188630847874
study2,marks,217,189,187,0.8737917002366977
study2,marks,218,189,178,0.8599458597914355
study2,marks,219,217,140,0.900176162016708
study2,marks,220,182,183,0.7738898653600703
study2,marks,221,195,162,0.8618699908037094
study2,marks,222,196,169,0.881826125198085
study2,marks,223,194,180,0.8878107400739402
study2,marks,224,168,189,0.8767789907145628
study2,marks,225,198,159,0.8115524216780428
study2,marks,226,170,197,0.8698199043105586
study2,marks,227,147,210,0.8850842016234997
study2,marks,228,201,164,0.8602857282631108
study2,marks,229,197,184,0.9172116456143605
study2,marks,230,189,168,0.8310846065192758
study2,marks,231,158,214,0.933282477475143
study2,marks,232,199,170,0.8429483965927473
study2,marks,233,172,198,0.8392287599734058
study2,marks,234,197,160,0.8321084953263471
study2,marks,235,175,182,0.7768172876263382
study2,marks,236,180,194,0.8904081941609732
study2,marks,237,205,152,0.9310140280208286
study2,marks,238,215,155,0.7568497953435995
study2,marks,239,173,194,0.9172777839605205
study2,marks,240,175,206,0.8878502452307337
study2,marks,241,207,150,0.8985219171137069
study2,marks,242,158,199,0.9197282380553085
study2,marks,243,173,198,0.937984815956129
study2,marks,244,166,215,0.8588576503346037
study2,marks,245,176,181,0.8815742152743049
study2,marks,246,172,199,0.8845751405415819
study2,marks,247,178,179,0.8865798256124161
study2,marks,248,158,199,0.8120122518373053
study2,marks,249,206,168,0.895818250540919
study2,marks,250,161,210,0.8832518628627983
study2,marks,251,164,203,0.8625202048883708
study2,marks,252,180,177,0.9036437278364484
study2,marks,253,159,217,0.8891367547131348
study2,marks,254,205,171,0.9004159267338355
study2,marks,255,180,187,0.7962722207334129
study2,marks,256,198,167,0.8389959368903364
study2,marks,257,229,138,0.9404102425784664
study2,marks,258,197,169,0.7960978477579085
study2,marks,259,177,189,0.865908440982483
study2,marks,260,182,192,0.8262216584176427
study2,marks,261,178,187,0.8748485632216567
study2,marks,262,174,191,0.7963947685607552
study2,marks,263,184,173,0.7919552725120963
study2,marks,264,178,196,0.8190918809528778
study2,marks,265,177,180,0.8670867500734496
study2,marks,266,172,185,0.8677690376648218
study2,marks,267,160,205,0.9047266513497328
study2,marks,268,167,190,0.7819436821218516
study2,marks,269,209,165,0.8780461319094073
study2,marks,270,165,205,0.7936706890519551
study2,marks,271,153,204,0.8597552393905749
study2,marks,272,177,197,0.842208225599961
study2,marks,273,175,195,0.8062579352966571
study2,marks,274,195,179,0.8627554501410335
study2,marks,275,188,183,0.8346028820953734
study2,marks,276,174,183,0.8680644736453421
study2,marks,277,190,167,0.7877219827822111
study2,marks,278,186,171,0.8479367511106438
study2,marks,279,206,159,0.8583013142024457
study2,marks,280,179,178,0.7675316572809533
study2,marks,281,177,180,0.7682310773375455
study2,marks,282,140,217,0.8138150413617418
study2,marks,283,204,153,0.8149953883506563
study2,marks,284,166,199,0.8374988326339581
study2,marks,285,215,157,0.8476017857442573
study2,marks,286,173,197,0.8169346385426443
study2,marks,287,179,187,0.8980369921540504
study2,marks,288,183,184,0.8841093438261703
study2,marks,289,193,181,0.8317628033755351
study2,marks,290,158,211,0.7383222455596226
study2,marks,291,168,202,0.8371971659159595
study2,marks,292,159,198,0.7948102533111902
study2,marks,293,169,188,0.8838550999100236
study2,marks,294,191,166,0.9016634022570457
study2,marks,295,217,140,0.8276687695399632
study2,marks,296,186,171,0.7773912574160254
study2,marks,297,205,152,0.837394041847817
study2,marks,298,194,163,0.8516832648879188
study2,marks,299,145,212,0.8805669324912246
study2,marks,300,149,222,0.8872988367553623
study2,marks,301,229,145,0.8916951454736141
study2,marks,302,187,194,0.9314407459806685
study2,marks,303,208,162,0.8279320548483473
study2,marks,304,165,192,0.8303407121173082
study2,marks,305,167,203,0.8711939359504802
study2,marks,306,171,186,0.8791551864010104
study2,marks,307,198,169,0.8981777900906628
study2,marks,308,169,188,0.866249283097334
study2,marks,309,223,134,0.8205695910032134
study2,marks,310,167,202,0.854016408746878
study2,marks,311,171,210,0.904834651771497
study2,marks,312,178,179,0.8300246743758599
study2,marks,313,204,161,0.8980494749135313
study2,marks,314,212,145,0.8410391269768782
study2,marks,315,171,203,0.9089742232785122
study2,marks,316,200,174,0.9073222559521146
study2,marks,317,160,216,0.8744624246101156
study2,marks,318,158,199,0.8821175839358775
study2,marks,319,175,192,0.9530058307102208
study2,marks,320,202,179,0.7815331209106327
study2,marks,321,172,185,0.8004511427599188
study2,marks,322,182,190,0.7678984318390979
study2,marks,323,192,165,0.6944120083239549
study2,marks,324,200,157,0.8973620477321432
study2,marks,325,159,198,0.8956731254662901
study2,marks,326,180,177,0.8969612542905758
study2,marks,327,171,203,0.8500095655174166
study2,marks,328,193,174,0.8698848167878664
study2,marks,329,187,180,0.8713568092926895
study2,marks,330,194,177,0.9072601383117456
study2,marks,331,183,174,0.88848746348109775
study2,marks,332,190,177,0.8721439747868828
study2,marks,333,156,209,0.8474720952351507
study2,marks,334,215,159,0.8956888731410915
study2,marks,335,154,213,0.8466647697700708
study2,marks,336,229,141,0.8855646888772685
study2,marks,337,185,182,0.8062559405574337
study2,marks,338,214,156,0.8445992896214294
study2,marks,339,158,199,0.8620236253898279
study2,marks,340,191,166,0.9029371222623308
study2,marks,341,220,151,0.7735616011251716
study2,marks,342,177,180,0.7907999514042227
study2,marks,343,184,182,0.7932809938335467
study2,marks,344,193,181,0.8117028549952817
study2,marks,345,168,189,0.82435167990225
study2,marks,346,163,194,0.9351630534734432
study2,marks,347,203,154,0.8997901954486777
study2,marks,348,201,166,0.8243708333634245
study2,marks,349,197,177,0.870236968467532
study2,marks,350,173,184,0.8111467806911351
study2,marks,351,194,180,0.8645038573166564
study2,marks,352,172,194,0.8297661294846757
study2,marks,353,148,209,0.9036167158930144
study2,marks,354,169,188,0.7261175439458978
study2,marks,355,201,156,0.7934105427106152
study2,marks,356,156,209,0.781073005585937
study2,marks,357,167,190,0.8012661168717592
study2,marks,358,176,181,0.8913836804512276
study2,marks,359,176,181,0.9140502684264625
study2,marks,360,172,185,0.8549018967289276
study2,marks,361,205,152,0.8600940452237305
study2,marks,362,177,197,0.8602688425444691
study2,marks,363,174,183,0.9235668760270443
study2,marks,364,168,189,0.8922914429771313
study2,marks,365,159,198,0.8016017325601088
study2,marks,366,170,204,0.8984246940531533
study2,marks,367,187,187,0.8672432702615356
study2,marks,368,180,196,0.9354063545177594
study2,marks,369,150,217,0.9250137135308466
study2,marks,370,223,134,0.9294693264148027
study2,marks,371,184,173,0.9497862573501066
study2,marks,372,198,167,0.8031923280245681
study2,marks,373,212,169,0.7975747245021613
study2,marks,374,177,192,0.8834979793265965
study2,marks,375,187,170,0.8156551123622277
study2,marks,376,144,223,0.9074209333120299
study2,marks,377,171,203,0.8064688552060733
study2,marks,378,182,194,0.8968080925405949
study2,marks,379,174,191,0.8798144737969659
study2,marks,380,133,224,0.9107788367058314
study2,marks,381,192,165,0.8333221299828419
study2,marks,382,195,162,0.7110157074836688
study2,marks,383,149,218,0.906460118321005
study2,marks,384,155,202,0.8781260765737482
study2,marks,385,137,220,0.886265472228733
study2,marks,386,199,158,0.9281402825570829
study2,marks,387,191,174,0.8654325112370325
study2,marks,388,181,184,0.8484223801090364
study2,marks,389,208,166,0.8988784854913764
study2,marks,390,196,161,0.7436876174306316
study2,marks,391,198,167,0.8503839775891416
study2,marks,392,180,185,0.8053207794198781
study2,marks,393,210,159,0.8827844223377724
study2,marks,394,206,168,0.8217670459438383
study2,marks,395,171,196,0.7165153715887956
study2,marks,396,186,171,0.8320854534451398
study2,marks,397,205,171,0.9340241150139232
study2,marks,398,172,185,0.7841928790785109
study2,marks,399,175,182,0.8899786227725571
study2,marks,400,169,188,0.936469430410488
study2,marks,401,142,232,0.8432994885782138
study2,marks,402,159,198,0.8771406786516507
study2,marks,403,172,195,0.9070767343358828
study2,marks,404,172,194,0.7918556666211091
study2,marks,405,193,183,0.8453133598815884
study2,marks,406,180,191,0.8060335913575473
study2,marks,407,161,215,0.886909793091294
study2,marks,408,184,190,0.8403837393296173
study2,marks,409,206,160,0.8768526637992214
study2,marks,410,202,163,0.9315520961316193
study2,marks,411,206,175,0.7331636551607141
study2,marks,412,163,204,0.8611754669088064
study2,marks,413,180,177,0.8766632181590809
study2,marks,414,154,220,0.8828380512530927
study2,marks,415,175,182,0.89318638355442
study2,marks,416,180,196,0.7944148286769374
study2,marks,417,151,206,0.7913360658828905
study2,marks,418,155,202,0.9181457207447997
study2,marks,419,149,208,0.8279187508054472
study2,marks,420,160,197,0.8847647754173379
study2,marks,421,182,175,0.754544015196336
study2,marks,422,181,176,0.8134965594415872
study2,marks,423,186,185,0.8594086509027681
study2,marks,424,197,177,0.8642047681689673
study2,marks,425,196,161,0.8551326176551609
study2,marks,426,161,210,0.7998638871704093
study2,marks,427,213,163,0.8938213712830564
study2,marks,428,198,159,0.8834908100163337
study2,marks,429,162,195,0.8233046340604114
study2,marks,430,172,195,0.8344211605764371
study2,marks,431,167,190,0.9169201191642999
study2,marks,432,191,185,0.8541720400245163
study2,marks,433,175,190,0.8295528409652545
study2,marks,434,156,201,0.8590172915574671
study2,marks,435,160,197,0.8506941079699307
study2,marks,436,166,206,0.9294465420918515
study2,marks,437,167,204,0.8340087267025537
study2,marks,438,179,178,0.8473604951250236
study2,marks,439,149,208,0.754271326970299
study2,marks,440,195,162,0.8737449642036637
study2,marks,441,201,156,0.757624502627985
study2,marks,442,230,127,0.8631822150299792
study2,marks,443,196,171,0.9048224396150094
study2,marks,444,170,187,0.597329705303148
study2,marks,445,183,174,0.6656837502268746
study2,marks,446,179,195,0.8154544155766317
study2,marks,447,202,172,0.9386441102073426
study2,marks,448,167,190,0.7998727776581616
study2,marks,449,206,151,0.9127410689254798
study2,marks,450,175,182,0.8532588165664635
study2,marks,451,175,182,0.7771671806737623
study2,marks,452,180,194,0.8706507728330437
study2,marks,453,187,189,0.8527858928963156
study2,marks,454,187,187,0.8023295431268725
study2,marks,455,194,176,0.849191610565827
study2,marks,456,177,193,0.8663254347223587
study2,marks,457,169,200,0.8678496550671618
study2,marks,458,185,180,0.8184106879553882
study2,marks,459,182,187,0.9022445017680866
study2,marks,460,175,182,0.8481244069647937
study2,marks,461,164,207,0.9004522567417709
study2,marks,462,204,161,0.8409967919166856
study2,marks,463,175,192,0.804674089965942
study2,marks,464,162,203,0.8298281377947564
study2,marks,465,195,172,0.9018591305353904
study2,marks,466,196,161,0.8748748223180247
study2,marks,467,197,168,0.8739308813486494
study2,marks,468,168,189,0.8664217782082846
study2,marks,469,180,177,0.7246213756834609
study2,marks,470,200,174,0.8472722041852551
study2,marks,471,174,183,0.8676264327102312
study2,marks,472,176,193,0.87522280435612
study2,marks,473,174,197,0.822612152662022
study2,marks,474,185,196,0.7954737636464839
study2,marks,475,190,167,0.8666653434260722
study2,marks,476,176,181,0.8128658701780949
study2,marks,477,206,151,0.8077283208271283
study2,marks,478,185,181,0.787174080912763
study2,marks,479,198,176,0.904454621364252
study2,marks,480,154,203,0.8295826855981475
