study,dimension,iteration,nc1,nc2,cor
study2,insight,728,178,260,0.2959111189510823
study2,insight,729,203,235,0.5280003768129002
study2,insight,730,197,241,0.3986375560272472
study2,insight,731,208,230,0.43690367162905036
study2,insight,732,212,226,0.4781161602533078
study2,insight,733,235,203,0.4890990485380643
study2,insight,734,233,205,0.5640718472147338
study2,insight,735,185,253,0.3205088660482967
study2,insight,736,214,224,0.6821620158691933
study2,insight,737,188,250,0.45241201556295724
study2,insight,738,202,236,0.4621493649567249
study2,insight,739,230,208,0.6101513482725474
study2,insight,740,199,239,0.27008999571926207
study2,insight,741,209,229,0.43394565204529706
study2,insight,742,193,245,0.5696396544063184
study2,insight,743,220,218,0.5389941517951251
study2,insight,744,239,199,0.5406469382969052
study2,insight,745,229,209,0.6843207201667875
study2,insight,746,199,239,0.2787807554330436
study2,insight,747,197,241,0.5752482630347038
study2,insight,748,225,213,0.4534139861599528
study2,insight,749,175,263,0.44757201151662673
study2,insight,750,206,232,0.28981699177980014
study2,insight,751,214,224,0.4458894052764601
study2,insight,752,180,258,0.7648857628763926
study2,insight,753,210,228,0.5723598906302131
study2,insight,754,236,202,0.3471931201988859
study2,insight,755,225,213,0.5773565507959044
study2,insight,756,228,210,0.6227163241962608
study2,insight,757,199,239,0.6098347394828054
study2,insight,758,199,239,0.5902857209640001
study2,insight,759,197,241,0.008951730744071284
study2,insight,760,236,202,0.6266986917067432
study2,insight,761,215,223,0.6300580743883144
study2,insight,762,245,193,0.44233898152040113
study2,insight,763,225,213,0.6892340089306102
study2,insight,764,225,213,0.24203611615989318
study2,insight,765,207,231,0.584024752354634
study2,insight,766,204,234,0.40919173554686933
study2,insight,767,226,212,0.5504953009397403
study2,insight,768,209,229,0.6662889908856853
study2,insight,769,201,237,0.4755137738498203
study2,insight,770,183,255,0.4384022677758887
study2,insight,771,228,210,0.5246269563110301
study2,insight,772,224,214,0.3469037271302298
study2,insight,773,239,199,0.6059359607554425
study2,insight,774,234,204,0.5103957896775881
study2,insight,775,197,241,0.5241017994946887
study2,insight,776,187,251,0.4734466574369946
study2,insight,777,206,232,0.34628098180293515
study2,insight,778,173,265,0.6543731730081414
study2,insight,779,232,206,0.3567513141388183
study2,insight,780,194,244,0.507677700615825
study2,insight,781,184,254,0.5022396381959788
study2,insight,782,215,223,0.47874939372361497
study2,insight,783,226,212,0.46607781703042994
study2,insight,784,212,226,0.7531540908170344
study2,insight,785,204,234,0.24922038523016077
study2,insight,786,205,233,0.3274641344166351
study2,insight,787,201,237,0.4023378272845519
study2,insight,788,214,224,0.5648071023198168
study2,insight,789,209,229,0.33732005670103316
study2,insight,790,208,230,0.6985904360221782
study2,insight,791,199,239,0.5442289821830124
study2,insight,792,176,262,0.46746335451010695
study2,insight,793,203,235,0.48201233406060806
study2,insight,794,222,216,0.5598469397306332
study2,insight,795,180,258,0.22504081670187562
study2,insight,796,172,266,0.30860734830007475
study2,insight,797,239,199,0.48776086173429717
study2,insight,798,227,211,0.5797657427734274
study2,insight,799,206,232,0.5565925912793152
study2,insight,800,226,212,0.2483533949664356
study2,insight,801,188,250,0.6054799312879586
study2,insight,802,215,223,0.5318084193787852
study2,insight,803,206,232,0.6255924586241746
study2,insight,804,217,221,0.7422566828460376
study2,insight,805,195,243,0.48423707256973914
study2,insight,806,208,230,0.4921025513531389
study2,insight,807,216,222,0.4906651361476454
study2,insight,808,195,243,0.057296186918977685
study2,insight,809,231,207,0.40552823063226273
study2,insight,810,207,231,0.2747425925704488
study2,insight,811,244,194,0.6004300842923399
study2,insight,812,221,217,0.45215441295985886
study2,insight,813,204,234,0.6442134538166979
study2,insight,814,204,234,0.46928339373477446
study2,insight,815,221,217,0.568698950835811
study2,insight,816,204,234,0.48495168475518874
study2,insight,817,206,232,0.5582620426087099
study2,insight,818,194,244,0.5509144650348523
study2,insight,819,177,261,0.6994232413375437
study2,insight,820,205,233,0.3661795290928122
study2,insight,821,188,250,0.7237568516920528
study2,insight,822,219,219,0.25836460173203263
study2,insight,823,207,231,0.47996901833518485
study2,insight,824,222,216,0.505386393228071
study2,insight,825,198,240,0.14864864133736103
study2,insight,826,214,224,0.3054344244512605
study2,insight,827,193,245,0.3275062759876602
study2,insight,828,223,215,0.2565168823561638
study2,insight,829,213,225,0.5452282411571676
study2,insight,830,220,218,0.30774438084565053
study2,insight,831,195,243,0.4813440620041999
study2,insight,832,227,211,0.3851475630946222
study2,insight,833,223,215,0.3614494033515306
study2,insight,834,224,214,0.5094317879013551
study2,insight,835,227,211,0.36149775668120576
study2,insight,836,238,200,0.6724381606781492
study2,insight,837,186,252,0.39567138168387744
study2,insight,838,215,223,0.32125354192578115
study2,insight,839,212,226,0.19793164671576008
study2,insight,840,240,198,0.41916217383125104
study2,insight,841,212,226,0.4052619546011341
study2,insight,842,192,246,0.6005620445104235
study2,insight,843,231,207,0.3354793702950461
study2,insight,844,209,229,0.36941981068645224
study2,insight,845,193,245,0.45667738667638474
study2,insight,846,225,213,0.471355679954037
study2,insight,847,223,215,0.5562060152827416
study2,insight,848,211,227,0.3948785801085651
study2,insight,849,196,242,0.37344483119493105
study2,insight,850,231,207,0.454294278626607
study2,insight,851,190,248,0.2941225065515347
study2,insight,852,213,225,0.5918328715070871
study2,insight,853,233,205,0.43037213184964535
study2,insight,854,199,239,0.31894050888331105
study2,insight,855,203,235,0.7481044647445925
study2,insight,856,216,222,0.623124147579607
study2,insight,857,208,230,0.4111482153418525
study2,insight,858,210,228,0.45389239937143644
study2,insight,859,232,206,0.3117490099250124
study2,insight,860,225,213,0.7164931511336237
study2,insight,861,189,249,0.011885363184862035
study2,insight,862,202,236,0.3364149973457542
study2,insight,863,244,194,0.35861280956894315
study2,insight,864,237,201,0.5371825441198369
study2,insight,865,210,228,0.617092272567642
study2,insight,866,222,216,0.7524394975272212
study2,insight,867,210,228,0.7194901312750726
study2,insight,868,223,215,0.7273859836146777
study2,insight,869,196,242,0.5178301171014988
study2,insight,870,221,217,0.6114663653988048
study2,insight,871,196,242,0.561151609424067
study2,insight,872,223,215,0.5309442970767807
study2,insight,873,212,226,0.35543806475653866
study2,insight,874,205,233,0.5024818532475925
study2,insight,875,241,197,0.023806560008406214
study2,insight,876,220,218,0.5444773600064922
study2,insight,877,193,245,0.3305542943978694
study2,insight,878,211,227,0.5974606980282262
study2,insight,879,231,207,0.5999791963963351
study2,insight,880,221,217,0.4514356132766166
study2,insight,881,209,229,0.41545663386266213
study2,insight,882,207,231,0.5955190956486842
study2,insight,883,242,196,0.6435417205857673
study2,insight,884,205,233,0.533883484609409
study2,insight,885,222,216,0.6095927724515025
study2,insight,886,195,243,0.36792023070680974
study2,insight,887,236,202,0.42731522313232784
study2,insight,888,207,231,0.7201481872985288
study2,insight,889,200,238,0.6748768550553267
study2,insight,890,235,203,0.36743209250580045
study2,insight,891,203,235,0.3770907769920013
study2,insight,892,218,220,0.16518315778449832
study2,insight,893,209,229,0.25897707526728847
study2,insight,894,209,229,0.6492093252444372
study2,insight,895,228,210,0.46618064214019983
study2,insight,896,213,225,0.63190727406852
study2,insight,897,202,236,0.2183786391668223
study2,insight,898,212,226,0.32950256752107393
study2,insight,899,198,240,0.38032725391492217
study2,insight,900,232,206,0.7647177792192817
study2,insight,901,194,244,0.3752503800132754
study2,insight,902,186,252,0.4979634014878428
study2,insight,903,184,254,0.3286320606549877
study2,insight,904,193,245,0.43167843367355146
study2,insight,905,204,234,0.6638031112772731
study2,insight,906,207,231,0.3316910780862167
study2,insight,907,203,235,0.4378020435436599
study2,insight,908,176,262,0.38954623136672917
study2,insight,909,197,241,0.19080034331274517
study2,insight,910,205,233,0.49473805022781464
study2,insight,911,202,236,0.5661171858784725
study2,insight,912,198,240,0.402981199365235
study2,insight,913,190,248,0.4072213233018255
study2,insight,914,254,184,0.4147895772253067
study2,insight,915,217,221,0.5286306783681572
study2,insight,916,212,226,0.18182173359888418
study2,insight,917,223,215,0.48461542821156467
study2,insight,918,212,226,0.6871170295509631
study2,insight,919,213,225,0.7307166975528978
study2,insight,920,220,218,0.38048647381230094
study2,insight,921,190,248,0.5995743193159391
study2,insight,922,210,228,0.5088005504235827
study2,insight,923,169,269,0.4002046159520034
study2,insight,924,228,210,0.348608834565268
study2,insight,925,188,250,0.12479256230561114
study2,insight,926,205,233,0.657549308073429
study2,insight,927,207,231,0.7832307289935317
study2,insight,928,221,217,0.6923330504836349
study2,insight,929,200,238,0.41451367326434485
study2,insight,930,201,237,0.4736302130492308
study2,insight,931,208,230,0.5588113185708677
study2,insight,932,233,205,0.4638294363297425
study2,insight,933,234,204,0.3736028391061046
study2,insight,934,219,219,0.7160622938212394
study2,insight,935,214,224,0.4650440925945835
study2,insight,936,220,218,0.4209752688728521
study2,insight,937,224,214,0.47898739850661165
study2,insight,938,199,239,0.30381617359913154
study2,insight,939,216,222,0.5699232260026406
study2,insight,940,203,235,0.5519192955117359
study2,insight,941,242,196,0.6261785482656275
study2,insight,942,200,238,0.3893370549227096
study2,insight,943,195,243,0.6332875107277453
study2,insight,944,206,232,0.41946270817425735
study2,insight,945,217,221,0.6198512037128439
study2,insight,946,215,223,0.6912905640762627
study2,insight,947,229,209,0.4678854583048126
study2,insight,948,218,220,0.4160714308548402
study2,insight,949,214,224,0.3254477384200944
study2,insight,950,183,255,0.3696947709436037
study2,insight,951,223,215,0.5870535782514303
study2,insight,952,239,199,0.5698296408819549
study2,insight,953,207,231,0.3477464049501719
study2,insight,954,202,236,0.7446485808755953
study2,insight,955,196,242,0.44422136656829236
study2,insight,956,193,245,0.7112207278541427
study2,insight,957,209,229,0.024736755350643277
study2,insight,958,193,245,0.5491692970731532
study2,insight,959,212,226,0.39685881067493056
study2,insight,960,198,240,0.4955184304136407
study2,insight,961,189,249,0.57156908759226
study2,insight,962,219,219,0.5596823465089432
study2,insight,963,226,212,0.5629286014968595
study2,insight,964,201,237,0.6216039200421098
study2,insight,965,213,225,0.5097733112933728
study2,insight,966,157,281,0.6248918382507285
study2,insight,967,213,225,0.42257942653726155
study2,insight,968,229,209,0.42313870520972563
study2,insight,969,220,218,0.4355383398490447
study2,insight,970,230,208,0.5319717965467423
study2,insight,971,200,238,0.26049836391862624
study2,insight,972,207,231,0.6335966483113924
study2,insight,973,203,235,0.7407517350261141
study2,insight,974,213,225,0.17914299041912263
study2,insight,975,221,217,0.34877052996945457
study2,insight,976,224,214,0.40257638472382656
study2,insight,977,213,225,0.459348865628246
study2,insight,978,202,236,0.6670020854890119
study2,insight,979,205,233,0.43283633204538424
study2,insight,980,252,186,0.4255391738069574
study2,insight,981,216,222,0.4458990869129273
study2,insight,982,207,231,0.4559010240750769
study2,insight,983,231,207,0.6893753791898595
study2,insight,984,206,232,0.3119184425397154
study2,insight,985,216,222,0.49720587871856803
study2,insight,986,178,260,0.3286173345073621
study2,insight,987,224,214,-0.07772682465575396
study2,insight,988,223,215,0.5174676287416189
study2,insight,989,241,197,0.006716588277911959
study2,insight,990,212,226,0.28881659216879824
study2,insight,991,168,270,0.36044099830815624
study2,insight,992,215,223,0.6543558303428494
study2,insight,993,199,239,0.4747264178815029
study2,insight,994,232,206,0.6547796482887946
study2,insight,995,215,223,0.6798096209711602
study2,insight,996,210,228,0.21351800534401624
study2,insight,997,182,256,0.5072696605416306
study2,insight,998,188,250,0.36943338711776763
study2,insight,999,243,195,0.637387254218127
study2,insight,1000,212,226,0.4419779281074123
study2,simple,101,266,260,0.7340042682456042
study2,simple,102,227,299,0.7960007553432882
study2,simple,103,218,308,0.7845589900487396
study2,simple,104,291,235,0.8868138979355864
study2,simple,105,282,244,0.8779883401599946
study2,simple,106,308,218,0.7546009741542491
study2,simple,107,307,219,0.9073644670567619
study2,simple,108,265,261,0.8098848429203759
study2,simple,109,275,251,0.9125694190896848
study2,simple,110,284,242,0.8618752021768108
study2,simple,111,254,272,0.8870140829202534
study2,simple,112,261,265,0.8556059289193861
study2,simple,113,231,295,0.7386744175365583
study2,simple,114,253,273,0.7148115516760744
study2,simple,115,274,252,0.699171515272337
study2,simple,116,268,258,0.9672373056865513
study2,simple,117,252,274,0.7837959677495271
study2,simple,118,233,293,0.8501578927052474
study2,simple,119,280,246,0.8582293162980457
study2,simple,120,255,271,0.6834186762819129
study2,simple,121,247,279,0.8380838240396723
study2,simple,122,233,293,0.8341347086509833
study2,simple,123,253,273,0.8021843423119258
study2,simple,124,284,242,0.8414472376256366
study2,simple,125,297,229,0.7663142865987332
study2,simple,126,247,279,0.8635506387825012
study2,simple,127,245,281,0.8100629229889345
study2,simple,128,289,237,0.8545906837120589
study2,simple,129,248,278,0.8128225308431645
study2,simple,130,250,276,0.7907477548867671
study2,simple,131,294,232,0.8652930395068876
study2,simple,132,291,235,0.8883479189548411
study2,simple,133,246,280,0.8257405299853788
study2,simple,134,246,280,0.8026038505361716
study2,simple,135,230,296,0.849376691534186
study2,simple,136,258,268,0.7810712106136002
study2,simple,137,261,265,0.8503354988533631
study2,simple,138,253,273,0.817228711332839
study2,simple,139,241,285,0.8329770259430278
study2,simple,140,268,258,0.8475145310305162
study2,simple,141,285,241,0.881133193897369
study2,simple,142,265,261,0.7104574656025108
study2,simple,143,255,271,0.6700987159782659
study2,simple,144,259,267,0.7478562749435808
study2,simple,145,248,278,0.9423765119641073
study2,simple,146,244,282,0.8365889847003124
study2,simple,147,295,231,0.8881914415571851
study2,simple,148,280,246,0.8065112452242345
study2,simple,149,255,271,0.8014809875471572
study2,simple,150,298,228,0.802572110160567
study2,simple,151,247,279,0.957265382717979
study2,simple,152,262,264,0.7084152442876042
study2,simple,153,282,244,0.8809949124383057
study2,simple,154,315,211,0.7267533656179774
study2,simple,155,235,291,0.8441150008780522
study2,simple,156,262,264,0.7758876986086535
study2,simple,157,305,221,0.9172579587692273
study2,simple,158,262,264,0.8171720972965755
study2,simple,159,282,244,0.7161599325620973
study2,simple,160,240,286,0.7035963469580128
study2,simple,161,259,267,0.7778709594480643
study2,simple,162,262,264,0.7738521341299375
study2,simple,163,257,269,0.8156819210827426
study2,simple,164,280,246,0.8119611513679775
study2,simple,165,279,247,0.8254750974671452
study2,simple,166,289,237,0.8034196123969158
study2,simple,167,305,221,0.7577424102542942
study2,simple,168,269,257,0.7192392927996836
study2,simple,169,282,244,0.7066669505004575
study2,simple,170,245,281,0.734706183454911
study2,simple,171,253,273,0.8013695963401748
study2,simple,172,286,240,0.7036822957304821
study2,simple,173,209,317,0.9338234953483363
study2,simple,174,259,267,0.8010085713900703
study2,simple,175,272,254,0.7882295064989121
study2,simple,176,246,280,0.7770186354362344
study2,simple,177,268,258,0.628771256229664
study2,simple,178,263,263,0.6835594867580518
study2,simple,179,277,249,0.932061617378845
study2,simple,180,252,274,0.8539498963062239
study2,simple,181,271,255,0.9245533730951738
study2,simple,182,263,263,0.8861534040315747
study2,simple,183,306,220,0.8277704552641578
study2,simple,184,220,306,0.8488478279643067
study2,simple,185,249,277,0.834571895679362
study2,simple,186,267,259,0.8132402485269271
study2,simple,187,263,263,0.8361505513875626
study2,simple,188,246,280,0.8443065925581154
study2,simple,189,234,292,0.8397319081684979
study2,simple,190,275,251,0.6784816282782654
study2,simple,191,264,262,0.7763080187828295
study2,simple,192,270,256,0.6983378665585769
study2,simple,193,278,248,0.7405038174564965
study2,simple,194,259,267,0.8418592890281508
study2,simple,195,229,297,0.8450956020037877
study2,simple,196,277,249,0.8938643134548329
study2,simple,197,274,252,0.8260355545142142
study2,simple,198,239,287,0.7716914058836692
study2,simple,199,271,255,0.9045687871767714
study2,simple,200,287,239,0.9063123287496604
study2,simple,201,279,247,0.8638576486629994
study2,simple,202,284,242,0.7387574818769431
study2,simple,203,249,277,0.7613704225981629
study2,simple,204,248,278,0.859645830747202
study2,simple,205,300,226,0.7892838314480185
study2,simple,206,251,275,0.8274381808122808
study2,simple,207,240,286,0.7891758965803112
study2,simple,208,268,258,0.8446505225445551
study2,simple,209,257,269,0.7476129573610274
study2,simple,210,301,225,0.6568658567610696
study2,simple,211,262,264,0.8137757190791616
study2,simple,212,254,272,0.8086012798320772
study2,simple,213,320,206,0.8498129726876255
study2,simple,214,232,294,0.7960707520215151
study2,simple,215,281,245,0.9225983028102577
study2,simple,216,283,243,0.8320378184582994
study2,simple,217,259,267,0.8347680227523259
study2,simple,218,247,279,0.8195396208921827
study2,simple,219,268,258,0.8179477164738418
study2,simple,220,262,264,0.829676438856479
study2,simple,221,254,272,0.8194946891732948
study2,simple,222,264,262,0.7814911363403632
study2,simple,223,251,275,0.8372134211117945
study2,simple,224,275,251,0.8871980044977615
study2,simple,225,288,238,0.8282804009740885
study2,simple,226,285,241,0.772551021524686
study2,simple,227,231,295,0.8261559649421988
study2,simple,228,285,241,0.8045932144238713
study2,simple,229,231,295,0.8322135771102724
study2,simple,230,256,270,0.7613186364101677
study2,simple,231,226,300,0.8949286991907403
study2,simple,232,278,248,0.8865878698780603
study2,simple,233,247,279,0.8722881665989444
study2,simple,234,234,292,0.5868866070955475
study2,simple,235,236,290,0.9264897702624175
study2,simple,236,226,300,0.7518646449635124
study2,simple,237,220,306,0.9354252679054563
study2,simple,238,270,256,0.8968304493335086
study2,simple,239,271,255,0.7666071751928314
study2,simple,240,232,294,0.9027781718838538
study2,simple,241,255,271,0.8676069666218722
study2,simple,242,250,276,0.9209524889414668
study2,simple,243,247,279,0.78667640956973
study2,simple,244,256,270,0.8626385552533928
study2,simple,245,252,274,0.8311926469097656
study2,simple,246,234,292,0.9051493929551935
study2,simple,247,288,238,0.8184924627591399
study2,simple,248,272,254,0.9018064950587759
study2,simple,249,241,285,0.9119724908363487
study2,simple,250,274,252,0.8020719878956647
study2,simple,251,285,241,0.8653890890478483
study2,simple,252,276,250,0.8363548321496321
study2,simple,253,215,311,0.8090793930448147
study2,simple,254,293,233,0.8650049648327708
study2,simple,255,242,284,0.8000904119654447
study2,simple,256,233,293,0.7877883784912667
study2,simple,257,289,237,0.8067920993568815
study2,simple,258,284,242,0.8319487476116686
study2,simple,259,244,282,0.785631683130741
study2,simple,260,281,245,0.8640409788529937
study2,simple,261,243,283,0.8563227865026775
study2,simple,262,221,305,0.7062912302504137
study2,simple,263,243,283,0.7380348764043448
study2,simple,264,286,240,0.8269745926123022
study2,simple,265,266,260,0.84508412708684
study2,simple,266,280,246,0.8525034661811687
study2,simple,267,270,256,0.788746004645355
study2,simple,268,222,304,0.7617859112892363
study2,simple,269,210,316,0.6927957385205363
study2,simple,270,282,244,0.8014225348361698
study2,simple,271,242,284,0.7434424872789532
study2,simple,272,247,279,0.7564240906660932
study2,simple,273,257,269,0.7440981135456262
study2,simple,274,270,256,0.827345848639818
study2,simple,275,255,271,0.8427667847781781
study2,simple,276,242,284,0.8218510565854286
study2,simple,277,288,238,0.9258845562753986
study2,simple,278,274,252,0.9274172439933908
study2,simple,279,281,245,0.8965615646212762
study2,simple,280,253,273,0.8866377898961609
study2,simple,281,294,232,0.9406454952733009
study2,simple,282,238,288,0.795760401337181
study2,simple,283,255,271,0.8926378527197063
study2,simple,284,252,274,0.8731365097824758
study2,simple,285,242,284,0.708836974862116
study2,simple,286,297,229,0.7344684074145399
study2,simple,287,264,262,0.8906680380325912
study2,simple,288,260,266,0.9090070227983987
study2,simple,289,262,264,0.8849433143226939
study2,simple,290,245,281,0.7703511629828669
study2,simple,291,211,315,0.6278422835699008
study2,simple,292,231,295,0.9190922182828405
study2,simple,293,297,229,0.9243702584249661
study2,simple,294,244,282,0.903428383613202
study2,simple,295,283,243,0.8222103735569475
study2,simple,296,238,288,0.8067971381397497
study2,simple,297,285,241,0.8355636797452829
study2,simple,298,275,251,0.8680691640109829
study2,simple,299,291,235,0.9249207342758062
study2,simple,300,286,240,0.7873417897529447
study2,simple,301,247,279,0.8666666558013622
study2,simple,302,275,251,0.9014499456202839
study2,simple,303,277,249,0.9156220095593475
study2,simple,304,271,255,0.925017120918704
study2,simple,305,272,254,0.806480815642154
study2,simple,306,264,262,0.8856639016664684
study2,simple,307,250,276,0.8879590901155223
study2,simple,308,272,254,0.9047293778810968
study2,simple,309,294,232,0.8859201819737962
study2,simple,310,262,264,0.871665699201473
study2,simple,311,284,242,0.84354244657741
study2,simple,312,244,282,0.7674062949223355
study2,simple,313,276,250,0.8350422451252542
study2,simple,314,224,302,0.8014518884629638
study2,simple,315,262,264,0.8942456880450215
study2,simple,316,237,289,0.7743849363784543
study2,simple,317,292,234,0.8081726349713219
study2,simple,318,269,257,0.8110470644207307
study2,simple,319,279,247,0.806337985959819
study2,simple,320,221,305,0.8633835203346457
study2,simple,321,274,252,0.8165613997197494
study2,simple,322,250,276,0.8708576160008644
study2,simple,323,266,260,0.9421219653516839
study2,simple,324,243,283,0.776599763009557
study2,simple,325,266,260,0.732322134149442
study2,simple,326,271,255,0.8694282729044202
study2,simple,327,259,267,0.8456437044654109
study2,simple,328,269,257,0.7215073463515335
study2,simple,329,274,252,0.8712494276493251
study2,simple,330,251,275,0.8517319761318899
study2,simple,331,263,263,0.8739824477035476
study2,simple,332,240,286,0.7457399706988381
study2,simple,333,216,310,0.7900450416506654
study2,simple,334,255,271,0.9179114952493274
study2,simple,335,237,289,0.8241934307086538
study2,simple,336,282,244,0.6982231084506842
study2,simple,337,249,277,0.9006123677147834
study2,simple,338,260,266,0.6685056001460148
study2,simple,339,251,275,0.8634112217505947
study2,simple,340,243,283,0.8675906002911584
study2,simple,341,292,234,0.8902024462479078
study2,simple,342,297,229,0.6548795772400439
study2,simple,343,233,293,0.7465887349143794
study2,simple,344,248,278,0.8792259927911643
study2,simple,345,250,276,0.8607358533469766
study2,simple,346,252,274,0.8737606040885518
study2,simple,347,250,276,0.9231303268887447
study2,simple,348,257,269,0.8782532855257945
study2,simple,349,265,261,0.8271226562639249
study2,simple,350,256,270,0.7067671724105821
study2,simple,351,268,258,0.8386443448452418
study2,simple,352,239,287,0.7313653866169748
study2,simple,353,291,235,0.8353238683710253
study2,simple,354,276,250,0.8659958123275323
study2,simple,355,232,294,0.8042370994154003
study2,simple,356,281,245,0.8397721422164436
study2,simple,357,261,265,0.8510602350758851
study2,simple,358,279,247,0.8961231626852654
study2,simple,359,231,295,0.7279419917055697
study2,simple,360,230,296,0.9110210444262068
study2,simple,361,240,286,0.7094295881130932
study2,simple,362,260,266,0.8016597384948458
study2,simple,363,249,277,0.8249226996280237
study2,simple,364,272,254,0.7782589167019995
study2,simple,365,280,246,0.9180849586725882
study2,simple,366,265,261,0.8064118252849468
study2,simple,367,279,247,0.8393857125459675
study2,simple,368,254,272,0.8977506183560292
study2,simple,369,241,285,0.8774291797535226
study2,simple,370,237,289,0.8010552667658551
study2,simple,371,247,279,0.7716456626886029
study2,simple,372,270,256,0.5941396277509545
study2,simple,373,264,262,0.8304181868705455
study2,simple,374,262,264,0.9583053559767915
study2,simple,375,276,250,0.8206401465486695
study2,simple,376,218,308,0.8237587317884973
study2,simple,377,258,268,0.951639452533791
study2,simple,378,212,314,0.8394166622201105
study2,simple,379,290,236,0.8685991428006111
study2,simple,380,284,242,0.7324823888648205
study2,simple,381,291,235,0.8946146045881334
study2,simple,382,230,296,0.8893949919864471
study2,simple,383,282,244,0.7395982406297611
study2,simple,384,271,255,0.9445143631280963
study2,simple,385,246,280,0.8002409101607233
study2,simple,386,311,215,0.7816943649650835
study2,simple,387,234,292,0.8250217619583659
study2,simple,388,286,240,0.8981123897764648
study2,simple,389,297,229,0.9180158506521702
study2,simple,390,277,249,0.8339907882730043
study2,simple,391,242,284,0.855873049413856
study2,simple,392,249,277,0.7832453652822755
study2,simple,393,271,255,0.8827006542957972
study2,simple,394,301,225,0.8281534694796993
study2,simple,395,257,269,0.8016482180859421
study2,simple,396,242,284,0.8371927979824698
study2,simple,397,282,244,0.8383177590513121
study2,simple,398,304,222,0.7050523558940952
study2,simple,399,282,244,0.7906897337627888
study2,simple,400,297,229,0.8106244268725468
study2,simple,401,230,296,0.725375769606218
study2,simple,402,243,283,0.8981910338932905
study2,simple,403,277,249,0.8690929123045621
study2,simple,404,293,233,0.9043902911851635
study2,simple,405,258,268,0.710510593447793
study2,simple,406,274,252,0.8242012265180412
study2,simple,407,283,243,0.937369460866219
study2,simple,408,283,243,0.7558382321259078
study2,simple,409,248,278,0.9330394751913937
study2,simple,410,292,234,0.9038174288572298
study2,simple,411,281,245,0.8356358250794855
study2,simple,412,274,252,0.8185475064673134
study2,simple,413,286,240,0.8540980384938236
study2,simple,414,245,281,0.8526383140715414
study2,simple,415,246,280,0.7832083764625529
study2,simple,416,275,251,0.8665059890808798
study2,simple,417,266,260,0.8742802266134513
study2,simple,418,241,285,0.9250512697043962
study2,simple,419,272,254,0.8056922549914641
study2,simple,420,266,260,0.8888183961296815
study2,simple,421,305,221,0.9271789179242377
study2,simple,422,282,244,0.8930240398729646
study2,simple,423,263,263,0.8153119728304139
study2,simple,424,262,264,0.7848679228732974
study2,simple,425,276,250,0.8589696152557545
study2,simple,426,274,252,0.8509087837827959
study2,simple,427,292,234,0.8132732018623734
study2,simple,428,226,300,0.8705210515759755
study2,simple,429,270,256,0.671155990438136
study2,simple,430,259,267,0.8353644532582878
study2,simple,431,231,295,0.8894913586839623
study2,simple,432,238,288,0.9186347789740505
study2,simple,433,216,310,0.7768356607296307
study2,simple,434,232,294,0.588797435708834
study2,simple,435,279,247,0.8138956185657323
study2,simple,436,279,247,0.9145549395727922
study2,simple,437,286,240,0.9124730319023744
study2,simple,438,273,253,0.8096311129709044
study2,simple,439,273,253,0.7922311531719747
study2,simple,440,246,280,0.8787058421747922
study2,simple,441,264,262,0.8279435778047687
study2,simple,442,266,260,0.8101071732761742
study2,simple,443,280,246,0.6462620368385193
study2,simple,444,249,277,0.7938312286867762
study2,simple,445,314,212,0.867082628134912
study2,simple,446,271,255,0.8439777820085282
study2,simple,447,289,237,0.8055255580778808
study2,simple,448,259,267,0.8929374940619825
study2,simple,449,295,231,0.7753948761262682
study2,simple,450,268,258,0.867049086491062
study2,simple,451,263,263,0.8762093293022204
study2,simple,452,258,268,0.8231328810420531
study2,simple,453,259,267,0.8741716773599945
study2,simple,454,270,256,0.7926347294937509
study2,simple,455,292,234,0.7116464478079407
study2,simple,456,270,256,0.9238988275226013
study2,simple,457,247,279,0.8939818790306534
study2,simple,458,255,271,0.8327184210951314
study2,simple,459,289,237,0.8177526149955269
study2,simple,460,265,261,0.8576645528439487
study2,simple,461,243,283,0.8176661049699918
study2,simple,462,259,267,0.9342693823235629
study2,simple,463,273,253,0.8732354686828754
study2,simple,464,292,234,0.9243884467006713
study2,simple,465,300,226,0.8070433923160848
study2,simple,466,252,274,0.8546938717376317
study2,simple,467,234,292,0.7900492039377679
study2,simple,468,251,275,0.8763483205300867
study2,simple,469,229,297,0.7378984929272624
study2,simple,470,267,259,0.7719061589157121
study2,simple,471,244,282,0.6793037942341497
study2,simple,472,247,279,0.8118255090452104
study2,simple,473,243,283,0.7044416864968137
study2,simple,474,247,279,0.7947766299830953
study2,simple,475,277,249,0.833434926600298
study2,simple,476,256,270,0.7419987266375646
study2,simple,477,223,303,0.8369931543169388
study2,simple,478,240,286,0.7673039207009138
study2,simple,479,263,263,0.8791182545476834
study2,simple,480,275,251,0.9004478328195537
study2,simple,481,253,273,0.6997957034804805
study2,simple,482,266,260,0.8606193159260832
study2,simple,483,268,258,0.849099236915797
study2,simple,484,239,287,0.8438651421487657
study2,simple,485,261,265,0.895788555289706
study2,simple,486,259,267,0.4418717227383204
study2,simple,487,280,246,0.8371080434816054
study2,simple,488,272,254,0.840487681814937
study2,simple,489,258,268,0.8798983985476028
study2,simple,490,260,266,0.9334284504751871
study2,simple,491,246,280,0.8078098846810807
study2,simple,492,233,293,0.9382085532002538
study2,simple,493,252,274,0.8205020814515693
study2,simple,494,272,254,0.8692662701467462
study2,simple,495,277,249,0.8733499411966847
