study,dimension,iteration,nc1,nc2,cor
study2,simple,874,257,269,0.8244378602095852
study2,simple,875,239,287,0.8421103020137857
study2,simple,876,255,271,0.8309167682597048
study2,simple,877,261,265,0.9299952531341127
study2,simple,878,292,234,0.8482174622621164
study2,simple,879,244,282,0.8130448226169628
study2,simple,880,236,290,0.8747074131151751
study2,simple,881,303,223,0.8853233521386725
study2,simple,882,263,263,0.8909415503905729
study2,simple,883,247,279,0.8693178114768321
study2,simple,884,240,286,0.8719066130934113
study2,simple,885,240,286,0.8506030827095297
study2,simple,886,241,285,0.8723477870592196
study2,simple,887,281,245,0.8672317114732453
study2,simple,888,241,285,0.9173346499427225
study2,simple,889,274,252,0.8436130620761115
study2,simple,890,296,230,0.9178760597159946
study2,simple,891,258,268,0.8369035523191952
study2,simple,892,274,252,0.6984635770703341
study2,simple,893,237,289,0.7442119064919389
study2,simple,894,251,275,0.8732129932902303
study2,simple,895,245,281,0.8026160453091283
study2,simple,896,210,316,0.8353585422823936
study2,simple,897,301,225,0.8578662312792795
study2,simple,898,290,236,0.7800795734189281
study2,simple,899,248,278,0.838031991045448
study2,simple,900,293,233,0.8740619083710139
study2,simple,901,259,267,0.8946128852974953
study2,simple,902,277,249,0.8578749395835553
study2,simple,903,249,277,0.7531836398169053
study2,simple,904,243,283,0.8103486550920715
study2,simple,905,208,318,0.8566102172234118
study2,simple,906,238,288,0.814925005729343
study2,simple,907,290,236,0.9078389459886727
study2,simple,908,239,287,0.9015983658070826
study2,simple,909,256,270,0.655940283575793
study2,simple,910,219,307,0.7445337814974478
study2,simple,911,262,264,0.7886934822346532
study2,simple,912,266,260,0.9014240205268708
study2,simple,913,217,309,0.8905084108236118
study2,simple,914,239,287,0.8175286310812268
study2,simple,915,261,265,0.8233429179878714
study2,simple,916,288,238,0.8746196794227566
study2,simple,917,267,259,0.7570763748642058
study2,simple,918,283,243,0.8450374160882503
study2,simple,919,292,234,0.8776264088953558
study2,simple,920,272,254,0.8107449567596904
study2,simple,921,263,263,0.8525010809240807
study2,simple,922,257,269,0.7785143299760225
study2,simple,923,253,273,0.8269987636322642
study2,simple,924,237,289,0.8980143548459038
study2,simple,925,261,265,0.8231274670441495
study2,simple,926,257,269,0.8474970303847015
study2,simple,927,275,251,0.7515014358727925
study2,simple,928,245,281,0.8493468691216178
study2,simple,929,256,270,0.63196343235765
study2,simple,930,247,279,0.6807614873501594
study2,simple,931,284,242,0.6942737314689016
study2,simple,932,263,263,0.8657131086958131
study2,simple,933,284,242,0.803532664443595
study2,simple,934,242,284,0.8937012573380196
study2,simple,935,259,267,0.8591761443063675
study2,simple,936,256,270,0.7978738829836549
study2,simple,937,242,284,0.803464158761444
study2,simple,938,274,252,0.8763056693327412
study2,simple,939,238,288,0.8235723602305585
study2,simple,940,246,280,0.874732278252472
study2,simple,941,285,241,0.7876633410257894
study2,simple,942,287,239,0.8729962680820407
study2,simple,943,274,252,0.8306718753997817
study2,simple,944,267,259,0.7125870594055836
study2,simple,945,261,265,0.9020168516825017
study2,simple,946,268,258,0.8344180261047138
study2,simple,947,292,234,0.8631286217440588
study2,simple,948,273,253,0.763034438709058
study2,simple,949,249,277,0.8038786024024557
study2,simple,950,252,274,0.8728232023975887
study2,simple,951,258,268,0.8109518835527344
study2,simple,952,242,284,0.8423971050743566
study2,simple,953,269,257,0.8713425677888031
study2,simple,954,282,244,0.7852973018278441
study2,simple,955,294,232,0.7242267447626548
study2,simple,956,269,257,0.739488480968864
study2,simple,957,241,285,0.6980557449017236
study2,simple,958,254,272,0.8398018239527081
study2,simple,959,259,267,0.7871930311611947
study2,simple,960,279,247,0.8953693342023633
study2,simple,961,264,262,0.8584637228998099
study2,simple,962,267,259,0.8318488280364061
study2,simple,963,282,244,0.8721957110512537
study2,simple,964,213,313,0.7410366984352069
study2,simple,965,218,308,0.7717460863781223
study2,simple,966,284,242,0.8969706526382483
study2,simple,967,242,284,0.8723214191882439
study2,simple,968,279,247,0.8596816629434204
study2,simple,969,240,286,0.7750784888907777
study2,simple,970,279,247,0.8218671970440727
study2,simple,971,279,247,0.8038146016096127
study2,simple,972,237,289,0.6821418514197198
study2,simple,973,275,251,0.8080588230316054
study2,simple,974,250,276,0.7321316222564439
study2,simple,975,254,272,0.8105595004052043
study2,simple,976,248,278,0.8464523076627666
study2,simple,977,265,261,0.7868022145012874
study2,simple,978,242,284,0.9030420999933642
study2,simple,979,263,263,0.8571451430698157
study2,simple,980,277,249,0.7956475422923213
study2,simple,981,275,251,0.790213359070323
study2,simple,982,289,237,0.7449379398939164
study2,simple,983,231,295,0.8801341378091389
study2,simple,984,245,281,0.9355026372484424
study2,simple,985,250,276,0.7733118297902366
study2,simple,986,261,265,0.9060940616608327
study2,simple,987,266,260,0.8198422527872913
study2,simple,988,292,234,0.7844798010548245
study2,simple,989,227,299,0.9003108398761424
study2,simple,990,301,225,0.7433887718454395
study2,simple,991,293,233,0.8202209108932415
study2,simple,992,284,242,0.7223515734216688
study2,simple,993,235,291,0.7728795219407267
study2,simple,994,248,278,0.8212674113693995
study2,simple,995,255,271,0.8533505978490193
study2,simple,996,264,262,0.8094184593233756
study2,simple,997,257,269,0.8426967930244983
study2,simple,998,284,242,0.8894619676878579
study2,simple,999,277,249,0.7898961728105862
study2,simple,1000,273,253,0.655660025518947
study2,understanding,101,321,290,0.694658965476226
study2,understanding,102,329,282,0.8167193698723689
study2,understanding,103,322,289,0.6354776788462005
study2,understanding,104,310,301,0.6095899471543166
study2,understanding,105,317,294,0.7290812174449537
study2,understanding,106,346,265,0.8187101706233351
study2,understanding,107,281,330,0.7522560134090379
study2,understanding,108,291,320,0.5881460385818573
study2,understanding,109,325,286,0.5733672147456994
study2,understanding,110,262,349,0.6069957307666001
study2,understanding,111,301,310,0.6576305246202906
study2,understanding,112,327,284,0.5654065959883731
study2,understanding,113,324,287,0.6662943349787457
study2,understanding,114,280,331,0.594724872629262
study2,understanding,115,295,316,0.8729549780587909
study2,understanding,116,315,296,0.5155896833463967
study2,understanding,117,265,346,0.7408249904000825
study2,understanding,118,307,304,0.6846162819144437
study2,understanding,119,321,290,0.690433699051047
study2,understanding,120,321,290,0.7704082198834814
study2,understanding,121,309,302,0.678372078249439
study2,understanding,122,285,326,0.6599267273237107
study2,understanding,123,317,294,0.6125568467248246
study2,understanding,124,311,300,0.6211809727572746
study2,understanding,125,313,298,0.6253921148628584
study2,understanding,126,325,286,0.6311070915567932
study2,understanding,127,305,306,0.6770428144141454
study2,understanding,128,295,316,0.6791202509570637
study2,understanding,129,315,296,0.8870141623266132
study2,understanding,130,289,322,0.5265038185885559
study2,understanding,131,287,324,0.7200168855290728
study2,understanding,132,308,303,0.4904997264704008
study2,understanding,133,314,297,0.5094060058809978
study2,understanding,134,368,243,0.6232533567086864
study2,understanding,135,310,301,0.6949817196094117
study2,understanding,136,324,287,0.6129227567279096
study2,understanding,137,343,268,0.4550235739693449
study2,understanding,138,302,309,0.5755455178981133
study2,understanding,139,346,265,0.6779921652613038
study2,understanding,140,343,268,0.7870072629524288
study2,understanding,141,287,324,0.6073080445641956
study2,understanding,142,282,329,0.6661822072420122
study2,understanding,143,311,300,0.7695011861023857
study2,understanding,144,283,328,0.72911044225636
study2,understanding,145,322,289,0.79367609449811
study2,understanding,146,291,320,0.7355433739219338
study2,understanding,147,300,311,0.6728152386534669
study2,understanding,148,347,264,0.4669461720802385
study2,understanding,149,332,279,0.8445628976893981
study2,understanding,150,296,315,0.6745752289668454
study2,understanding,151,316,295,0.7593141546928917
study2,understanding,152,312,299,0.4754667119967113
study2,understanding,153,340,271,0.6152447745921038
study2,understanding,154,340,271,0.9145906971009995
study2,understanding,155,275,336,0.706005944559741
study2,understanding,156,299,312,0.787322172233793
study2,understanding,157,309,302,0.6964361597787394
study2,understanding,158,283,328,0.4889548889272197
study2,understanding,159,324,287,0.5527240515908853
study2,understanding,160,293,318,0.6641890781519615
study2,understanding,161,287,324,0.650860117453271
study2,understanding,162,303,308,0.48822486505002477
study2,understanding,163,323,288,0.7474467526006017
study2,understanding,164,258,353,0.6744626850109358
study2,understanding,165,323,288,0.732996123495576
study2,understanding,166,300,311,0.7383328497952445
study2,understanding,167,272,339,0.4908144390784907
study2,understanding,168,269,342,0.5128648533675741
study2,understanding,169,315,296,0.5746299827794679
study2,understanding,170,335,276,0.6044234147516137
study2,understanding,171,309,302,0.6796962193955739
study2,understanding,172,316,295,0.6847076677403524
study2,understanding,173,328,283,0.6429482471749459
study2,understanding,174,293,318,0.6578131859836482
study2,understanding,175,318,293,0.6054680906512461
study2,understanding,176,281,330,0.6946092351182096
study2,understanding,177,322,289,0.5814879082212686
study2,understanding,178,311,300,0.5927805193991745
study2,understanding,179,329,282,0.7450309071286789
study2,understanding,180,345,266,0.70141531099629
study2,understanding,181,288,323,0.7335844789758785
study2,understanding,182,284,327,0.6644200990969673
study2,understanding,183,355,256,0.7827631448398135
study2,understanding,184,330,281,0.5330790240275766
study2,understanding,185,309,302,0.7485647163317459
study2,understanding,186,318,293,0.6358465987701047
study2,understanding,187,350,261,0.6676473086424024
study2,understanding,188,311,300,0.591619372489363
study2,understanding,189,245,366,0.6819239464943099
study2,understanding,190,297,314,0.7586925593230385
study2,understanding,191,299,312,0.7626914578055073
study2,understanding,192,285,326,0.7548363451385005
study2,understanding,193,323,288,0.8454342711846475
study2,understanding,194,287,324,0.7258511421853097
study2,understanding,195,345,266,0.4648825091604041
study2,understanding,196,281,330,0.456942384499176
study2,understanding,197,311,300,0.8176194581667633
study2,understanding,198,305,306,0.694909675733037
study2,understanding,199,332,279,0.6036911878960213
study2,understanding,200,286,325,0.5234948229683831
study2,understanding,201,302,309,0.6603654194396031
study2,understanding,202,313,298,0.7072595588583516
study2,understanding,203,297,314,0.5765282068624431
study2,understanding,204,317,294,0.7443551290940531
study2,understanding,205,303,308,0.7020604637538933
study2,understanding,206,320,291,0.8120604654393299
study2,understanding,207,343,268,0.5307749180744347
study2,understanding,208,310,301,0.5756155358700266
study2,understanding,209,364,247,0.7136134745391546
study2,understanding,210,290,321,0.568648681100305
study2,understanding,211,268,343,0.7093501588488986
study2,understanding,212,309,302,0.706188818379975
study2,understanding,213,291,320,0.7366968107763899
study2,understanding,214,304,307,0.4104706222268829
study2,understanding,215,295,316,0.6284238450309894
study2,understanding,216,309,302,0.6991274222743343
study2,understanding,217,341,270,0.6782860014128874
study2,understanding,218,284,327,0.6261601051917295
study2,understanding,219,331,280,0.3397780726068074
study2,understanding,220,331,280,0.5261931983669443
study2,understanding,221,337,274,0.6097967360283522
study2,understanding,222,278,333,0.7153365620848668
study2,understanding,223,301,310,0.7475622411481087
study2,understanding,224,305,306,0.5619010143275316
study2,understanding,225,321,290,0.4673624049145682
study2,understanding,226,317,294,0.616647569142711
study2,understanding,227,319,292,0.6953179009313226
study2,understanding,228,273,338,0.8003242175918288
study2,understanding,229,322,289,0.8458311619810868
study2,understanding,230,333,278,0.8008401221557131
study2,understanding,231,341,270,0.6602313338139056
study2,understanding,232,277,334,0.6971537711784325
study2,understanding,233,300,311,0.7450699056806587
study2,understanding,234,287,324,0.6484604873632865
study2,understanding,235,295,316,0.5583594702664963
study2,understanding,236,323,288,0.6928977304347468
study2,understanding,237,317,294,0.5810402614390979
study2,understanding,238,320,291,0.8323283469502665
study2,understanding,239,326,285,0.6605221789000634
study2,understanding,240,299,312,0.6064901266830224
study2,understanding,241,280,331,0.7509994811930044
study2,understanding,242,288,323,0.5632322491668001
study2,understanding,243,314,297,0.7646251655674781
study2,understanding,244,292,319,0.5669331030214629
study2,understanding,245,331,280,0.767884143200143
study2,understanding,246,353,258,0.67181451115138
study2,understanding,247,273,338,0.7411337654847324
study2,understanding,248,298,313,0.7568949974167714
study2,understanding,249,313,298,0.6275250067693089
study2,understanding,250,326,285,0.8435561024277125
study2,understanding,251,324,287,0.7331197209339024
study2,understanding,252,298,313,0.6695768731901208
study2,understanding,253,319,292,0.6390713026849976
study2,understanding,254,282,329,0.6052512956493749
study2,understanding,255,298,313,0.6122907513458716
study2,understanding,256,328,283,0.5963911182397381
study2,understanding,257,337,274,0.9164861013503418
study2,understanding,258,273,338,0.5545798482763197
study2,understanding,259,275,336,0.5687163533768688
study2,understanding,260,315,296,0.7655248803441784
study2,understanding,261,355,256,0.6304675687665725
study2,understanding,262,306,305,0.8301994983642274
study2,understanding,263,314,297,0.6931934835003047
study2,understanding,264,280,331,0.45397445344895815
study2,understanding,265,267,344,0.5896430232332991
study2,understanding,266,347,264,0.7458163110364077
study2,understanding,267,300,311,0.5609393810864951
study2,understanding,268,285,326,0.812387794774059
study2,understanding,269,338,273,0.6917565344748985
study2,understanding,270,292,319,0.822787465586947
study2,understanding,271,285,326,0.5746071244508183
study2,understanding,272,303,308,0.8031410637025498
study2,understanding,273,310,301,0.6893098618366478
study2,understanding,274,269,342,0.3806228192374031
study2,understanding,275,342,269,0.6896528161920563
study2,understanding,276,319,292,0.637858077269155
study2,understanding,277,285,326,0.7870204814527391
study2,understanding,278,320,291,0.37658362350490254
study2,understanding,279,273,338,0.6077637536983903
study2,understanding,280,302,309,0.5560830568386828
study2,understanding,281,322,289,0.7909981079330847
study2,understanding,282,321,290,0.8295508314311645
study2,understanding,283,306,305,0.6291072278507834
study2,understanding,284,271,340,0.45357678411301405
study2,understanding,285,319,292,0.794284942292418
study2,understanding,286,342,269,0.7018621671963199
study2,understanding,287,277,334,0.8247396124996118
study2,understanding,288,307,304,0.6283593360146955
study2,understanding,289,279,332,0.7969373999416993
study2,understanding,290,290,321,0.80758541544337
study2,understanding,291,295,316,0.687554654722013
study2,understanding,292,358,253,0.8257487540773991
study2,understanding,293,298,313,0.8006864008568874
study2,understanding,294,299,312,0.6371678360027793
study2,understanding,295,337,274,0.776684516651914
study2,understanding,296,324,287,0.6050501962405619
study2,understanding,297,282,329,0.7076052777293962
study2,understanding,298,357,254,0.7905269745940439
study2,understanding,299,312,299,0.7528067444882666
study2,understanding,300,327,284,0.6380418733886363
study2,understanding,301,300,311,0.6008596952150809
study2,understanding,302,304,307,0.7818072431259535
study2,understanding,303,334,277,0.8499195045340016
study2,understanding,304,315,296,0.7099075795183066
study2,understanding,305,326,285,0.6721766196070342
study2,understanding,306,294,317,0.6829972280346078
study2,understanding,307,351,260,0.691814094411215
study2,understanding,308,267,344,0.5905853501244942
study2,understanding,309,336,275,0.7898502363209656
study2,understanding,310,310,301,0.5843616929207587
study2,understanding,311,327,284,0.6360844817106257
study2,understanding,312,345,266,0.4154222664696515
study2,understanding,313,307,304,0.6585018794841285
study2,understanding,314,315,296,0.82338046364129025
study2,understanding,315,262,349,0.7316528758936042
study2,understanding,316,317,294,0.7927891587832653
study2,understanding,317,299,312,0.7836878669771021
study2,understanding,318,318,293,0.6740021866966375
study2,understanding,319,282,329,0.6150615456494019
study2,understanding,320,323,288,0.4851101431696224
study2,understanding,321,303,308,0.5661811618708708
study2,understanding,322,287,324,0.8906585735254128
study2,understanding,323,268,343,0.4918190303846178
study2,understanding,324,307,304,0.3990576800374057
study2,understanding,325,335,276,0.610000388264782
study2,understanding,326,293,318,0.664350256445085
study2,understanding,327,318,293,0.8251395044711871
study2,understanding,328,290,321,0.6610253388487122
study2,understanding,329,305,306,0.6691852459435353
study2,understanding,330,325,286,0.7138324732142339
study2,understanding,331,307,304,0.5212441662190688
study2,understanding,332,338,273,0.5959105693603953
study2,understanding,333,287,324,0.7503871235281984
study2,understanding,334,337,274,0.8197729172915493
study2,understanding,335,282,329,0.7470489084405396
study2,understanding,336,294,317,0.6966711221688124
study2,understanding,337,306,305,0.8086159394871891
study2,understanding,338,289,322,0.8210224710461929
study2,understanding,339,300,311,0.6080431220437782
study2,understanding,340,294,317,0.6946815776302913
study2,understanding,341,330,281,0.9030542034959197
study2,understanding,342,288,323,0.646179864714708
study2,understanding,343,295,316,0.7451856886653342
study2,understanding,344,295,316,0.7799269317337647
study2,understanding,345,279,332,0.7272357428000636
study2,understanding,346,299,312,0.7265487301423628
study2,understanding,347,265,346,0.41572049362696195
study2,understanding,348,293,318,0.7821137633307705
study2,understanding,349,283,328,0.6027490078999701
study2,understanding,350,286,325,0.7429827543501596
study2,understanding,351,327,284,0.6977242171308599
study2,understanding,352,334,277,0.7196564488665752
study2,understanding,353,255,356,0.7670875880775612
study2,understanding,354,330,281,0.42172778538190225
study2,understanding,355,298,313,0.6906731135783943
study2,understanding,356,276,335,0.7262203796365002
study2,understanding,357,350,261,0.787629870113927
study2,understanding,358,287,324,0.49646275525258726
study2,understanding,359,293,318,0.791036185265471
study2,understanding,360,326,285,0.5865102796759917
study2,understanding,361,306,305,0.7796322384180656
study2,understanding,362,276,335,0.8433965662313848
study2,understanding,363,281,330,0.7237931722824612
study2,understanding,364,308,303,0.7742048596107886
study2,understanding,365,319,292,0.9360380262500225
study2,understanding,366,304,307,0.8016046319546
study2,understanding,367,317,294,0.5640736538430753
study2,understanding,368,285,326,0.8007618137449485
study2,understanding,369,353,258,0.550389314073771
study2,understanding,370,376,235,0.6155481962496809
study2,understanding,371,274,337,0.7028185282824827
study2,understanding,372,253,358,0.47350083896993933
study2,understanding,373,318,293,0.6941726899221194
study2,understanding,374,335,276,0.6609953156975468
study2,understanding,375,331,280,0.6566929428866672
study2,understanding,376,299,312,0.7624723565056407
study2,understanding,377,270,341,0.6480520859822215
study2,understanding,378,288,323,0.70618541491599085
study2,understanding,379,334,277,0.7064089613219366
study2,understanding,380,301,310,0.5029586323772393
study2,understanding,381,284,327,0.41219297736918686
study2,understanding,382,276,335,0.47575703295811617
study2,understanding,383,292,319,0.5545865938312429
study2,understanding,384,322,289,0.6919801921688977
study2,understanding,385,302,309,0.8616031071005423
study2,understanding,386,311,300,0.7431244693484622
study2,understanding,387,304,307,0.8092874382534766
study2,understanding,388,263,348,0.7435565059151272
study2,understanding,389,303,308,0.7190727909145925
study2,understanding,390,338,273,0.5966319756877848
study2,understanding,391,310,301,0.5130203222955017
study2,understanding,392,282,329,0.5456347790239737
study2,understanding,393,331,280,0.6412749539396624
study2,understanding,394,321,290,0.6157802558858374
study2,understanding,395,271,340,0.7615613731225573
study2,understanding,396,305,306,0.8010977761883514
study2,understanding,397,313,298,0.885824137454158
study2,understanding,398,321,290,0.5856776185258493
study2,understanding,399,309,302,0.48033599823321294
study2,understanding,400,301,310,0.6959319726833106
study2,understanding,401,349,262,0.874388670499943
study2,understanding,402,289,322,0.5530404343733543
study2,understanding,403,321,290,0.6753202030567881
study2,understanding,404,305,306,0.7325742948859504
study2,understanding,405,268,343,0.7777155339681948
study2,understanding,406,307,304,0.6071528668725357
study2,understanding,407,284,327,0.6249101759304682
study2,understanding,408,283,328,0.7666835365172573
study2,understanding,409,320,291,0.7577035307292859
study2,understanding,410,288,323,0.6704054268335221
study2,understanding,411,285,326,0.6222171364610813
study2,understanding,412,329,282,0.749719640572267
study2,understanding,413,358,253,0.8070539853400591
study2,understanding,414,299,312,0.8230592995886268
study2,understanding,415,324,287,0.6375465857657387
study2,understanding,416,296,315,0.38142026104454563
study2,understanding,417,307,304,0.703982026900877
study2,understanding,418,303,308,0.7778889276030195
study2,understanding,419,296,315,0.5091854365942708
study2,understanding,420,286,325,0.6133547564428727
study2,understanding,421,301,310,0.8469862702545029
study2,understanding,422,325,286,0.7403282351388469
study2,understanding,423,277,334,0.6730080900555254
study2,understanding,424,370,241,0.7459351566124506
study2,understanding,425,253,358,0.765623141082473
study2,understanding,426,314,297,0.6933638433712118
study2,understanding,427,321,290,0.831526766714073
study2,understanding,428,290,321,0.7385373607820873
study2,understanding,429,299,312,0.5944311039703972
study2,understanding,430,291,320,0.5946262418090659
study2,understanding,431,308,303,0.6334219864101507
study2,understanding,432,299,312,0.7051711290155289
study2,understanding,433,286,325,0.7670631243159952
study2,understanding,434,309,302,0.636981042840717
study2,understanding,435,293,318,0.7182260142323494
study2,understanding,436,335,276,0.7793224987131773
study2,understanding,437,301,310,0.6784063334939009
study2,understanding,438,317,294,0.7564429674851567
study2,understanding,439,337,274,0.755296549444514
study2,understanding,440,292,319,0.7329332850105414
study2,understanding,441,317,294,0.7819599831865767
study2,understanding,442,349,262,0.7059274606317297
study2,understanding,443,310,301,0.6997921597262757
study2,understanding,444,282,329,0.7018789377489827
study2,understanding,445,318,293,0.8103855337870074
study2,understanding,446,275,336,0.8408928755747684
study2,understanding,447,252,359,0.7336845535027771
study2,understanding,448,312,299,0.6787502279456764
study2,understanding,449,315,296,0.45421753164307027
study2,understanding,450,324,287,0.6069722556504495
study2,understanding,451,293,318,0.5938341489935911
study2,understanding,452,300,311,0.7369636417911961
study2,understanding,453,286,325,0.8238374305065219
study2,understanding,454,331,280,0.43839273622524644
study2,understanding,455,324,287,0.6182649976636303
study2,understanding,456,292,319,0.5822238045153956
study2,understanding,457,329,282,0.6765447978448546
study2,understanding,458,326,285,0.6169926953668787
study2,understanding,459,262,349,0.9195988546415959
study2,understanding,460,268,343,0.65164683220135
study2,understanding,461,252,359,0.7053228680278403
study2,understanding,462,330,281,0.7678087108775108
study2,understanding,463,336,275,0.7166231541010059
study2,understanding,464,314,297,0.6946736763640472
study2,understanding,465,342,269,0.6335844306496283
study2,understanding,466,291,320,0.39437144025257087
study2,understanding,467,318,293,0.5341951721741789
study2,understanding,468,309,302,0.8101527814873408
study2,understanding,469,296,315,0.5160886299652457
study2,understanding,470,312,299,0.5848149741485518
study2,understanding,471,296,315,0.783545445946882
study2,understanding,472,277,334,0.6193416184943314
study2,understanding,473,314,297,0.3969640326128439
study2,understanding,474,340,271,0.6346631597480104
study2,understanding,475,345,266,0.8102572619877426
study2,understanding,476,313,298,0.8877734841367457
study2,understanding,477,291,320,0.5388742294407715
study2,understanding,478,316,295,0.5580238465687317
study2,understanding,479,324,287,0.607243927949928
study2,understanding,480,296,315,0.6304359618512414
study2,understanding,481,289,322,0.6626201021070179
study2,understanding,482,312,299,0.7589029693123733
study2,understanding,483,314,297,0.7994500032436518
study2,understanding,484,335,276,0.38472968488181375
study2,understanding,485,293,318,0.7961947972774122
study2,understanding,486,292,319,0.5460637658549559
study2,understanding,487,275,336,0.5643893608890178
study2,understanding,488,315,296,0.5313347813438128
study2,understanding,489,335,276,0.7818706416448294
study2,understanding,490,323,288,0.7798205587706207
study2,understanding,491,309,302,0.7219080561251531
study2,understanding,492,314,297,0.42727603942357845
study2,understanding,493,321,290,0.8046352705553521
study2,understanding,494,291,320,0.7364772990017779
study2,understanding,495,352,259,0.5630811945969952
study2,understanding,496,290,321,0.6178370644393774
study2,understanding,497,324,287,0.576858932469423
study2,understanding,498,332,279,0.6909658827509892
study2,understanding,499,336,275,0.7550289590779806
study2,understanding,500,345,266,0.767031935032739
study2,understanding,501,336,275,0.3938309105069581
study2,understanding,502,311,300,0.689926249835312
study2,understanding,503,260,351,0.5189984562387133
study2,understanding,504,329,282,0.4370801671643548
study2,understanding,505,327,284,0.6969042891689543
study2,understanding,506,304,307,0.6038292407890767
study2,understanding,507,316,295,0.7578704207423832
study2,understanding,508,308,303,0.7686177660289026
study2,understanding,509,314,297,0.7401803992834456
study2,understanding,510,310,301,0.23930922714431657
study2,understanding,511,315,296,0.6618842845424908
study2,understanding,512,305,306,0.6493416169490791
study2,understanding,513,280,331,0.6124254302164046
study2,understanding,514,318,293,0.36654170519963536
study2,understanding,515,298,313,0.5907016621414672
study2,understanding,516,282,329,0.5314789703324803
study2,understanding,517,279,332,0.6540004796822217
study2,understanding,518,274,337,0.61520479222608
study2,understanding,519,325,286,0.7202961074432898
study2,understanding,520,293,318,0.4892471119333926
study2,understanding,521,306,305,0.775046615309414
study2,understanding,522,290,321,0.739141189458981
study2,understanding,523,259,352,0.8456329926265581
study2,understanding,524,273,338,0.8477224786037904
study2,understanding,525,298,313,0.7792334604255037
study2,understanding,526,276,335,0.4521258192543204
study2,understanding,527,293,318,0.8579499053829795
study2,understanding,528,319,292,0.6602948285541238
study2,understanding,529,280,331,0.5429459426275046
study2,understanding,530,268,343,0.7784098574541969
study2,understanding,531,336,275,0.5795786658572832
study2,understanding,532,282,329,0.6162020011061025
study2,understanding,533,314,297,0.39809731925234343
study2,understanding,534,305,306,0.4842329508701925
study2,understanding,535,297,314,0.6600085135928333
study2,understanding,536,283,328,0.61618788770078
study2,understanding,537,299,312,0.6219122422852988
study2,understanding,538,352,259,0.8361734460320009
study2,understanding,539,291,320,0.7632022115949816
study2,understanding,540,353,258,0.7299496627260882
study2,understanding,541,298,313,0.656126765744061
study2,understanding,542,328,283,0.8633302716101676
study2,understanding,543,341,270,0.7548771220026051
study2,understanding,544,310,301,0.5853138394039664
study2,understanding,545,302,309,0.7271370381750658
study2,understanding,546,338,273,0.7001753119897265
study2,understanding,547,335,276,0.647146653475606
study2,understanding,548,345,266,0.6433424669060406
study2,understanding,549,293,318,0.7897382000884315
study2,understanding,550,269,342,0.3616968366909118
study2,understanding,551,337,274,0.620782820093725
study2,understanding,552,317,294,0.5779193037199777
study2,understanding,553,313,298,0.356094797835232
study2,understanding,554,312,299,0.7928408615690798
study2,understanding,555,280,331,0.6762493523077489
study2,understanding,556,291,320,0.8836132126546133
study2,understanding,557,330,281,0.7100816656009961
study2,understanding,558,329,282,0.8820512986762681
study2,understanding,559,311,300,0.47453243242844034
study2,understanding,560,288,323,0.6530994673285843
study2,understanding,561,315,296,0.4809369127880859
study2,understanding,562,314,297,0.6242975334085306
study2,understanding,563,315,296,0.6096477218124441
study2,understanding,564,321,290,0.46853151551441075
study2,understanding,565,301,310,0.617308016340265
study2,understanding,566,311,300,0.7845863155938283
study2,understanding,567,288,323,0.6328659552810337
study2,understanding,568,287,324,0.7105165056727722
study2,understanding,569,322,289,0.38565824394063447
study2,understanding,570,325,286,0.6333054870072174
study2,understanding,571,286,325,0.49798864760700073
study2,understanding,572,320,291,0.7605992649125259
study2,understanding,573,299,312,0.7208740229502941
study2,understanding,574,350,261,0.7326729226379933
study2,understanding,575,296,315,0.6657931288906885
study2,understanding,576,333,278,0.5521500648251965
study2,understanding,577,272,339,0.6460506759692372
study2,understanding,578,294,317,0.48437170770924354
study2,understanding,579,308,303,0.47335552124423624
study2,understanding,580,272,339,0.8050885808227648
study2,understanding,581,319,292,0.6709724242179613
study2,understanding,582,311,300,0.5368939325206314
study2,understanding,583,319,292,0.4978397595227242
study2,understanding,584,293,318,0.6890274447115436
study2,understanding,585,338,273,0.7828933190130251
study2,understanding,586,309,302,0.6936737407497642
study2,understanding,587,302,309,0.6199172582220177
study2,understanding,588,351,260,0.7342303738584861
study2,understanding,589,309,302,0.4871273589241995
study2,understanding,590,318,293,0.4110989374688134
study2,understanding,591,274,337,0.6990186636729114
study2,understanding,592,306,305,0.7210201989624755
study2,understanding,593,288,323,0.2708828473952967
study2,understanding,594,324,287,0.539564733704314
study2,understanding,595,322,289,0.5702513551174931
study2,understanding,596,352,259,0.5321376670805441
study2,understanding,597,337,274,0.729556485198199
study2,understanding,598,299,312,0.4761422699058478
study2,understanding,599,306,305,0.7725894930805524
study2,understanding,600,299,312,0.6510948190341647
study2,understanding,601,302,309,0.7158381928403189
study2,understanding,602,334,277,0.6196114531021228
study2,understanding,603,301,310,0.3734007761499052
study2,understanding,604,266,345,0.7233247611077485
study2,understanding,605,331,280,0.4831960202456847
study2,understanding,606,326,285,0.6754922481598806
study2,understanding,607,299,312,0.8000821658778311
study2,understanding,608,348,263,0.6892575783698899
study2,understanding,609,290,321,0.7940952795350961
study2,understanding,610,276,335,0.69790378370374
study2,understanding,611,284,327,0.4549882386191452
study2,understanding,612,309,302,0.6782316298251354
study2,understanding,613,321,290,0.7969393160868253
study2,understanding,614,325,286,0.690102251285753
study2,understanding,615,290,321,0.8082319774656349
study2,understanding,616,266,345,0.6801758705903763
study2,understanding,617,296,315,0.7644674414811581
